DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	13q22.1	13	73751362		KLF12			ENSG00000118922			rs12877581-G	rs12877581	0	12877581	intron_variant	0	0.776	2E-8	7.698970004336019		0.95075	[0.93-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	9q21.13	9	74714641		RORB - TRPM6	ENSG00000198963	ENSG00000119121		21464	7854	rs10781248-T	rs10781248	0	10781248	intergenic_variant	1	0.462	2E-8	7.698970004336019		1.04331	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	3q26.33	3	180459281		LINC02053			ENSG00000241696			rs62291002-T	rs62291002	0	62291002	intergenic_variant	0	0.85	2E-8	7.698970004336019		1.06449	[1.04-1.09]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	7q33	7	137418792		DGKI			ENSG00000157680			rs10808292-C	rs10808292	0	10808292	intron_variant	0	0.561	2E-8	7.698970004336019		1.04383	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	14q32.11	14	90655973		TTC7B			ENSG00000165914			rs745467-G	rs745467	0	745467	intron_variant	0	0.9	2E-8	7.698970004336019		1.07864	[1.05-1.11]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	11q24.2	11	124443006		OR8B8			ENSG00000197125			rs12282735-A	rs12282735	0	12282735	intron_variant	0	0.399	2E-8	7.698970004336019		0.95964	[0.95-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	1q43	1	243492150		SDCCAG8, AKT3			ENSG00000054282, ENSG00000117020			rs3006926-A	rs3006926	0	3006926	intron_variant	0	0.743	2E-8	7.698970004336019		1.04781	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	4p15.31	4	19895085		RPL21P46 - SLIT2	ENSG00000241612	ENSG00000145147		80854	356820	rs59518103-T	rs59518103	0	59518103	intergenic_variant	1	0.922	2E-8	7.698970004336019		1.0821	[1.05-1.11]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	7q34	7	139333563		RNU6-206P - FMC1	ENSG00000206843	ENSG00000164898		18169	5894	rs6946576-G	rs6946576	0	6946576	intergenic_variant	1	0.433	2E-8	7.698970004336019		1.04697	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	10q26.13	10	122144041		TACC2			ENSG00000138162			rs7902292-T	rs7902292	0	7902292	intron_variant	0	0.281	2E-8	7.698970004336019		1.05117	[1.03-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	16p13.3	16	7700857		RBFOX1			ENSG00000078328			rs79478621-T	rs79478621	0	79478621	intron_variant	0	0.957	2E-8	7.698970004336019		1.12513	[1.08-1.17]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	Xp21.3	X	29258095		IL1RAPL1			ENSG00000169306			rs5943630-A	rs5943630	0	5943630	intron_variant	0	0.354	1E-10	10.0		1.04352	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	17q22	17	57660379		MSI2			ENSG00000153944			rs4793888-G	rs4793888	0	4793888	intron_variant	0	0.802	1E-10	10.0		0.94233	[0.92-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2q21.2	2	134083396		RN7SKP93 - MGAT5	ENSG00000200708	ENSG00000152127		486997	36587	rs6430491-G	rs6430491	0	6430491	intergenic_variant	1	0.738	1E-10	10.0		1.05665	[1.04-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	4p16.3	4	712911		PCGF3			ENSG00000185619			rs35734242-T	rs35734242	0	35734242	intron_variant	0	0.594	1E-10	10.0		0.95266	[0.94-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	20q13.13	20	49474242		KCNB1			ENSG00000158445			rs6125656-G	rs6125656	0	6125656	intron_variant	0	0.843	1E-10	10.0		0.93866	[0.92-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	1p36.23	1	8362616		RERE			ENSG00000142599			rs2252865-T	rs2252865	0	2252865	intron_variant	0	0.277	1E-10	10.0		1.05411	[1.04-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	14q32.2	14	99267047		BCL11B			ENSG00000127152			rs1540840-G	rs1540840	0	1540840	intron_variant	0	0.631	2E-10	9.698970004336019		1.05612	[1.04-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2q36.2	2	224567753		CUL3			ENSG00000036257			rs72974238-C	rs72974238	0	72974238	intron_variant	0	0.691	2E-10	9.698970004336019		1.05138	[1.04-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	6q21	6	108662324		FOXO3			ENSG00000118689			rs9398171-C	rs9398171	0	9398171	intron_variant	0	0.344	2E-10	9.698970004336019		1.0519	[1.04-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	1q21.2	1	150143220		VPS45			ENSG00000136631			rs12138231-T	rs12138231	0	12138231	intron_variant	0	0.195	2E-10	9.698970004336019		0.93501	[0.91-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	8p12	8	34006043		RPL6P22 - RPL10AP3	ENSG00000240738	ENSG00000215264		145820	316949	rs79445414-T	rs79445414	0	79445414	intergenic_variant	1	0.963	1E-8	8.0		0.88479	[0.84-0.93]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	8p11.23	8	38402915		FGFR1, LETM2			ENSG00000077782, ENSG00000165046			rs59498392-C	rs59498392	0	59498392	intron_variant	0	0.775	2E-10	9.698970004336019		1.05707	[1.04-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	6q15	6	92438623		U3 - LINC02531	ENSG00000207119	ENSG00000220908		318990	148212	rs12190758-A	rs12190758	0	12190758	intergenic_variant	1	0.801	2E-10	9.698970004336019		0.94327	[0.93-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	22q13.33	22	50664663		ARSA - Y_RNA	ENSG00000100299	ENSG00000251864		36490	5141	rs6010045-T	rs6010045	0	6010045	intergenic_variant	1	0.328	1E-8	8.0		0.95562	[0.94-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	5q14.3	5	91691479		ARRDC3-AS1 - PCBP2P3	ENSG00000281357	ENSG00000248826		691	152208	rs2914025-T	rs2914025	0	2914025	intergenic_variant	1	0.763	1E-8	8.0		0.95075	[0.93-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	6q24.2	6	143326528		AIG1			ENSG00000146416			rs9390083-C	rs9390083	0	9390083	intron_variant	0	0.845	1E-8	8.0		0.94563	[0.93-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	9q22.31	9	93568217		FAM120A - PHF2	ENSG00000048828	ENSG00000197724		2105	8367	rs6479494-A	rs6479494	0	6479494	intergenic_variant	1	0.827	1E-8	8.0		0.94441	[0.92-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2p23.2	2	27796989		MRPL33, RBKS			ENSG00000243147, ENSG00000171174			rs34181670-T	rs34181670	0	34181670	intron_variant	0	0.69	1E-8	8.0		1.04875	[1.03-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	11p14.1	11	28365912		METTL15			ENSG00000169519			rs6484367-G	rs6484367	0	6484367	intergenic_variant	0	0.459	1E-8	8.0		1.04342	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	13q14.11	13	39931945		SNORD116 - LINC00598	ENSG00000212553	ENSG00000215483		74718	147161	rs9603649-G	rs9603649	0	9603649	intergenic_variant	1	0.584	1E-8	8.0		1.04331	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2q36.3	2	228118782		SPHKAP			ENSG00000153820			rs12476312-C	rs12476312	0	12476312	intron_variant	0	0.621	1E-8	8.0		1.04404	[1.03-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	19p13.3	19	2155137		AP3D1			ENSG00000065000			rs144821294-C	rs144821294	0	144821294	intergenic_variant	0	0.966	1E-8	8.0		0.87652	[0.83-0.92]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	1q42.12	1	226602300		STUM			ENSG00000203685			rs41314284-C	rs41314284	0	41314284	3_prime_UTR_variant	0	0.931	1E-8	8.0		0.92358	[0.9-0.95]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2p12	2	76057700		GCFC2 - SUCLA2P2	ENSG00000005436	ENSG00000233107		346715	48316	rs2033996-T	rs2033996	0	2033996	intergenic_variant	1	0.803	1E-8	8.0		0.94847	[0.93-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
